Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P178202,First Resilience and Green DPL,Hilda Shijaku (ADM);Christos Kostopoulos;Natasha Rovo,"Macroeconomics, Trade and Investment",ECA,Albania,2023,PE,Actual,"&&Public Admin (44%)
&&Energy & Extractives (34%)
&&Social Protection (11%)
&&Water/Sanit/Waste (11%)","&&Central Government (22%)
&&Other Public Adminis (22%)
&&Renewable Energy Sol (2%)
&&Renew Energy Wind (10%)
&&Oth Energy&Extrative (22%)
&&Social Protection (11%)
&&Waste Management (11%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (11%)
&&FY17 - Public Private Partnerships (11%)
&&FY17 - Finance for Development (11%)
&&FY17 - Public Finance Management (22%)
&&FY17 - Public Administration (11%)
&&FY17 - Social Protection (11%)
&&FY17 - Gender (11%)
&&FY17 - Disaster Risk Management (22%)
&&FY17 - Climate change (61%)
&&FY17 - Environmental Health and Pollution Management (11%)
&&FY17 - Environmental policies and institutions (22%)
&&FY17 - Energy (33%)","&&FY17 - Tax policy (11%)
&&FY17 - Disaster Risk Finance (11%)
&&FY17 - Public Expenditure Management (11%)
&&FY17 - Domestic Revenue Administration (11%)
&&FY17 - State-owned Enterprise Reform and Privatization (11%)
&&FY17 - Social protection delivery systems (11%)
&&FY17 - Disability (11%)
&&FY17 - Disaster Risk Reduction (11%)
&&FY17 - Flood and Drought Risk Management (22%)
&&FY17 - Mitigation (49%)
&&FY17 - Adaptation (13%)
&&FY17 - Soil Pollution (11%)
&&FY17 - Energy Efficiency (33%)
&&FY17 - Energy Policies & Reform (22%)
&&FY17 - Access to Energy (22%)"
P178715,Climate Resilience and Agriculture Dev't,Teklu Toli (ADM);Raimund Mair,Agriculture and Food,ECA,Albania,2023,PE,Actual,"&&Agriculture (79%)
&&Industry & Trade/Ser (21%)","&&Irrigation & drainag (42%)
&&PA Agri,Fish&Forest (6%)
&&Livestock (31%)
&&Agricultural markets (21%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Urban and Rural Development
&&FY17 - Human Development and Gender","&&FY17 - Gender (27%)
&&FY17 - Disaster Risk Management (14%)
&&FY17 - Renewable Natural Resources Asset Management (47%)
&&FY17 - Nutrition and Food Security (59%)
&&FY17 - Climate change (47%)
&&FY17 - Environmental policies and institutions (59%)
&&FY17 - Rural Development (100%)","&&FY17 - Rural Infrastructure and service delivery (100%)
&&FY17 - Food Security (59%)
&&FY17 - Nutrition (37%)
&&FY17 - Watershed Management (47%)
&&FY17 - Mitigation (35%)
&&FY17 - Landscape Management (47%)
&&FY17 - Adaptation (12%)
&&FY17 - Rural Markets (69%)
&&FY17 - Flood and Drought Risk Management (14%)"
P163610,AO-Bita Guarantee,Antonio Rodriguez Serrano (ADM);Philip Lam;Berta Macheve,Water,AFE,Angola,2020,GU,Actual,&&Water/Sanit/Waste (100%),"&&Sanitation (50%)
&&Water Supply (50%)","&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Urban Development (100%)
&&FY17 - Climate change (75%)
&&FY17 - Water Resource Management (100%)","&&FY17 - Urban Water and Sanitation (100%)
&&FY17 - Mitigation (38%)
&&FY17 - Adaptation (38%)
&&FY17 - Water Institutions, Policies and Reform (100%)"
P166564,Angola DPF,Norbert Fiess (ADM);Mazen Bouri,"Macroeconomics, Trade and Investment",AFE,Angola,2020,PE,Actual,"&&Public Admin (29%)
&&Financial Sector (29%)
&&Energy & Extractives (14%)
&&Social Protection (14%)
&&Industry & Trade/Ser (14%)","&&Central Government (15%)
&&Other Public Adminis (14%)
&&Banking Institutions (29%)
&&Oth Energy&Extrative (14%)
&&Social Protection (14%)
&&Other Industry,Trade (14%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (14%)
&&FY17 - Financial Stability (14%)
&&FY17 - Financial Infrastructure and Access (14%)
&&FY17 - Public Finance Management (14%)
&&FY17 - Public Administration (14%)
&&FY17 - Social Protection (14%)
&&FY17 - Climate change (14%)
&&FY17 - Energy (14%)","&&FY17 - Regulation and Competition Policy (14%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (14%)
&&FY17 - Payment & markets infrastructure (14%)
&&FY17 - Debt Management (14%)
&&FY17 - State-owned Enterprise Reform and Privatization (14%)
&&FY17 - Social protection delivery systems (14%)
&&FY17 - Mitigation (14%)
&&FY17 - Energy Policies & Reform (14%)"
P166805,Electricity Sector Improvement Project,Leonardo Tshama (ADM);Samuel Oguah,Energy & Extractives,AFE,Angola,2021,PE,Actual,"&&Info & Communication (16%)
&&Energy & Extractives (84%)","&&ICT Infrastructure (16%)
&&PA Energy&Extratives (6%)
&&Energy Trans & Distr (54%)
&&Oth Energy&Extrative (24%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (60%)
&&FY17 - Finance for Development (56%)
&&FY17 - Public Administration (56%)
&&FY17 - Climate change (29%)
&&FY17 - Energy (100%)","&&FY17 - ICT Solutions (60%)
&&FY17 - Infrastructure Finance (56%)
&&FY17 - Transparency, Accountability and Good Governance (56%)
&&FY17 - Mitigation (24%)
&&FY17 - Adaptation (5%)
&&FY17 - Energy Efficiency (97%)
&&FY17 - Energy Policies & Reform (63%)
&&FY17 - Access to Energy (56%)"
P168336,Angola DPO2,Cornelius Fleischhaker (ADM);Mazen Bouri,"Macroeconomics, Trade and Investment",AFE,Angola,2021,PE,Actual,"&&Public Admin (14%)
&&Financial Sector (29%)
&&Energy & Extractives (29%)
&&Social Protection (14%)
&&Industry & Trade/Ser (14%)","&&Other Public Adminis (14%)
&&Banking Institutions (29%)
&&Oil and Gas (29%)
&&Social Protection (14%)
&&Other Industry,Trade (14%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (14%)
&&FY17 - Business Enabling Environment (14%)
&&FY17 - Financial Stability (14%)
&&FY17 - Financial Infrastructure and Access (14%)
&&FY17 - Public Administration (29%)
&&FY17 - Social Protection (14%)
&&FY17 - Disease Control (100%)
&&FY17 - Climate change (18%)
&&FY17 - Energy (14%)","&&FY17 - Fiscal sustainability (14%)
&&FY17 - Regulation and Competition Policy (14%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (14%)
&&FY17 - Payment & markets infrastructure (14%)
&&FY17 - Transparency, Accountability and Good Governance (14%)
&&FY17 - State-owned Enterprise Reform and Privatization (29%)
&&FY17 - Social Safety Nets (14%)
&&FY17 - Social protection delivery systems (14%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Mitigation (11%)
&&FY17 - Adaptation (7%)
&&FY17 - Energy Policies & Reform (14%)"
P168699,PAT II,Natasha De Andrade Falcao (ADM);Emma Monsalve Montiel,Education,AFE,Angola,2021,PE,Actual,"&&Education (85%)
&&Health (15%)","&&Public Adm Education (15%)
&&Adult, Basic & Cont (16%)
&&Secondary Education (43%)
&&Other Education (11%)
&&PA Health (15%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (12%)
&&FY17 - Social Inclusion (8%)
&&FY17 - Fragility, Conflict and Violence (52%)
&&FY17 - Gender (68%)
&&FY17 - Health Systems and Policies (60%)
&&FY17 - Education (100%)
&&FY17 - Labor Market Policy and Programs (12%)
&&FY17 - Climate change (25%)","&&FY17 - ICT Solutions (12%)
&&FY17 - Participation and Civic Engagement (8%)
&&FY17 - Conflict Prevention (52%)
&&FY17 - Reproductive and Maternal Health (8%)
&&FY17 - Adolescent Health (16%)
&&FY17 - Access to Education (56%)
&&FY17 - Teachers (12%)
&&FY17 - Student Assessment (12%)
&&FY17 - Education Governance, School-Based Management (12%)
&&FY17 - Standards, Curriculum and Textbooks (20%)
&&FY17 - Education Facilities (28%)
&&FY17 - Private Sector Delivery of Education (12%)
&&FY17 - Skills Development (12%)
&&FY17 - Mitigation (8%)
&&FY17 - Adaptation (17%)"
P169779,Angola Social Protection,Emma Monsalve Montiel (ADM);Aylin Isik-Dikmelik;Federica Ricaldi,Social Protection & Jobs,AFE,Angola,2020,PE,Actual,"&&Info & Communication (3%)
&&Social Protection (97%)","&&ICT Services (3%)
&&Social Protection (94%)
&&PA Social Proctectn (3%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (7%)
&&FY17 - Social Protection (100%)
&&FY17 - Gender (100%)
&&FY17 - Health Systems and Policies (19%)
&&FY17 - Labor Market Policy and Programs (19%)
&&FY17 - Nutrition and Food Security (19%)
&&FY17 - Climate change (1%)","&&FY17 - Job Creation (7%)
&&FY17 - Job Quality (7%)
&&FY17 - Social Safety Nets (100%)
&&FY17 - Social protection delivery systems (4%)
&&FY17 - Reproductive and Maternal Health (19%)
&&FY17 - Active Labor Market Programs (19%)
&&FY17 - Nutrition (19%)
&&FY17 - Mitigation (1%)"
P169983,Angola DPF3,Nelson Eduardo (ADM);Chadi Bou Habib,"Macroeconomics, Trade and Investment",AFE,Angola,2022,PE,Actual,"&&Public Admin (22%)
&&Info & Communication (6%)
&&Financial Sector (16%)
&&Energy & Extractives (16%)
&&Social Protection (1%)
&&Water/Sanit/Waste (33%)
&&Industry & Trade/Ser (6%)","&&Central Government (22%)
&&ICT Infrastructure (6%)
&&Banking Institutions (16%)
&&Renewable Energy Hyd (8%)
&&Energy Trans & Distr (8%)
&&Social Protection (1%)
&&Oth Water, Sani&Wast (33%)
&&Other Industry,Trade (6%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (17%)
&&FY17 - Jobs (17%)
&&FY17 - Financial Infrastructure and Access (17%)
&&FY17 - Finance for Development (17%)
&&FY17 - Public Finance Management (17%)
&&FY17 - Public Administration (33%)
&&FY17 - Social Protection (17%)
&&FY17 - Gender (17%)
&&FY17 - Disaster Risk Management (17%)
&&FY17 - Climate change (34%)
&&FY17 - Water Resource Management (33%)
&&FY17 - Energy (17%)","&&FY17 - Regulation and Competition Policy (17%)
&&FY17 - Job Creation (17%)
&&FY17 - Payment & markets infrastructure (17%)
&&FY17 - Financial inclusion (17%)
&&FY17 - Infrastructure Finance (17%)
&&FY17 - Public Expenditure Management (17%)
&&FY17 - Debt Management (17%)
&&FY17 - Transparency, Accountability and Good Governance (17%)
&&FY17 - State-owned Enterprise Reform and Privatization (17%)
&&FY17 - Social Safety Nets (17%)
&&FY17 - Social protection delivery systems (17%)
&&FY17 - Flood and Drought Risk Management (17%)
&&FY17 - Mitigation (23%)
&&FY17 - Adaptation (11%)
&&FY17 - Water Institutions, Policies and Reform (33%)
&&FY17 - Energy Policies & Reform (17%)
&&FY17 - Access to Energy (17%)"
P176630,Angola COVID-19 SPRP,Humberto Cossa (ADM);Renzo Sotomayor Noel,"Health, Nutrition & Population",AFE,Angola,2022,PE,Actual,"&&Health (98%)
&&Social Protection (2%)","&&PA Health (5%)
&&Health (91%)
&&Health Facilit&Cons (2%)
&&Social Protection (2%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (7%)
&&FY17 - Social Inclusion (7%)
&&FY17 - Gender (30%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)
&&FY17 - Climate change (2%)","&&FY17 - ICT Solutions (7%)
&&FY17 - Participation and Civic Engagement (7%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (35%)
&&FY17 - Health Finance (65%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (2%)"
P177004,RECLIMA,Berta Macheve (ADM);Marco Aguero;Aleix Serrat Capdevila,Water,AFE,Angola,2022,PE,Actual,"&&Agriculture (5%)
&&Water/Sanit/Waste (95%)","&&Crops (5%)
&&Sanitation (32%)
&&Water Supply (40%)
&&PA Water, Sanitation (23%)","&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Gender (14%)
&&FY17 - Urban Development (48%)
&&FY17 - Rural Development (56%)
&&FY17 - Disaster Risk Management (46%)
&&FY17 - Climate change (54%)
&&FY17 - Renewable Natural Resources Asset Management (49%)
&&FY17 - Water Resource Management (100%)","&&FY17 - Urban Water and Sanitation (48%)
&&FY17 - Rural Water and Sanitation (56%)
&&FY17 - Flood and Drought Risk Management (46%)
&&FY17 - Mitigation (6%)
&&FY17 - Adaptation (48%)
&&FY17 - Watershed Management (49%)
&&FY17 - Water Institutions, Policies and Reform (100%)"
P177305,Smallholder Ag. Transformation Project,Izabela Assis Leao Luz (ADM);Marco Aguero;Julia Navarro Espinal,Agriculture and Food,AFE,Angola,2022,PE,Actual,&&Agriculture (100%),"&&Agric ext & research (76%)
&&Irrigation & drainag (11%)
&&PA Agri,Fish&Forest (13%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (30%)
&&FY17 - Finance for Development (82%)
&&FY17 - Data Development and Capacity Building (23%)
&&FY17 - Nutrition and Food Security (100%)
&&FY17 - Rural Development (100%)
&&FY17 - Disaster Risk Management (29%)
&&FY17 - Climate change (60%)
&&FY17 - Renewable Natural Resources Asset Management (65%)","&&FY17 - ICT Solutions (30%)
&&FY17 - Agriculture Finance (82%)
&&FY17 - Data production, accessibility and use (23%)
&&FY17 - Food Security (100%)
&&FY17 - Rural Markets (90%)
&&FY17 - Rural Infrastructure and service delivery (100%)
&&FY17 - Flood and Drought Risk Management (29%)
&&FY17 - Mitigation (22%)
&&FY17 - Adaptation (38%)
&&FY17 - Landscape Management (65%)"
P178035,Diversifica+,Sunita Varada (ADM);Ruben Barreto,"Finance, Competitiveness and Innovation",AFE,Angola,2023,PE,Actual,"&&Info & Communication (8%)
&&Financial Sector (30%)
&&Industry & Trade/Ser (62%)","&&ICT Services (8%)
&&Banking Institutions (30%)
&&Trade (5%)
&&Other Industry,Trade (57%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Trade (48%)
&&FY17 - Business Enabling Environment (7%)
&&FY17 - Jobs (17%)
&&FY17 - Public Private Partnerships (10%)
&&FY17 - Enterprise Development (79%)
&&FY17 - Financial Infrastructure and Access (31%)
&&FY17 - Gender (32%)
&&FY17 - Climate change (16%)","&&FY17 - Trade Facilitation (48%)
&&FY17 - Investment and Business Climate (7%)
&&FY17 - Job Creation (17%)
&&FY17 - Entrepreneurship (34%)
&&FY17 - MSME Development (50%)
&&FY17 - Credit Infrastructure (1%)
&&FY17 - MSME Finance (30%)
&&FY17 - Mitigation (8%)
&&FY17 - Adaptation (8%)"
P178040,AO Strengthening Subnational Governance,Eduardo Estrada (ADM);Belisario Carvalheda Dos Santos,Governance,AFE,Angola,2023,PE,Actual,&&Public Admin (100%),"&&Central Government (30%)
&&Sub National Governm (70%)","&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Public Finance Management (78%)
&&FY17 - Public Administration (100%)
&&FY17 - Gender (30%)
&&FY17 - Labor Market Policy and Programs (28%)
&&FY17 - Urban Development (92%)
&&FY17 - Rural Development (22%)
&&FY17 - Disaster Risk Management (19%)
&&FY17 - Climate change (3%)","&&FY17 - Public Expenditure Management (78%)
&&FY17 - Debt Management (28%)
&&FY17 - E-Government, incl. e-services (36%)
&&FY17 - Civil Registration and Identification (16%)
&&FY17 - Public Assets and Investment Management (28%)
&&FY17 - Municipal Institution Building (100%)
&&FY17 - Skills Development (28%)
&&FY17 - Urban Planning (42%)
&&FY17 - Municipal Finance (58%)
&&FY17 - Land Administration and Management (22%)
&&FY17 - Flood and Drought Risk Management (19%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (2%)"
P178043,Angola Statistics,Leonardo Lucchetti (ADM),Poverty and Equity,AFE,Angola,2022,PE,Actual,"&&Agriculture (79%)
&&Public Admin (18%)
&&Info & Communication (3%)","&&PA Agri,Fish&Forest (79%)
&&Central Government (18%)
&&ICT Services (3%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (12%)
&&FY17 - Data Development and Capacity Building (100%)
&&FY17 - Social Inclusion (21%)
&&FY17 - Gender (16%)
&&FY17 - Rural Development (26%)
&&FY17 - Climate change (6%)","&&FY17 - ICT Solutions (12%)
&&FY17 - Data production, accessibility and use (94%)
&&FY17 - Institutional strengthening and capacity building (48%)
&&FY17 - Participation and Civic Engagement (21%)
&&FY17 - Geospatial Services (26%)
&&FY17 - Adaptation (6%)"
P179154,"Tertiary Education, Science, and Tech",Peter Holland (ADM);Natasha De Andrade Falcao;Daniel Nogueira-Budny,Education,AFE,Angola,2024,PE,Actual,&&Education (100%),"&&Public Adm Education (10%)
&&Tertiary Education (90%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development","&&FY17 - Disaster Risk Management (70%)
&&FY17 - Climate change (7%)
&&FY17 - Education (100%)
&&FY17 - Gender (47%)
&&FY17 - ICT (27%)","&&FY17 - Education Governance, School-Based Management (50%)
&&FY17 - Teachers (43%)
&&FY17 - Student Assessment (43%)
&&FY17 - Adaptation (5%)
&&FY17 - Flood and Drought Risk Management (70%)
&&FY17 - Mitigation (2%)
&&FY17 - Science and Technology (20%)
&&FY17 - Access to Education (47%)
&&FY17 - Education Facilities (40%)
&&FY17 - Standards, Curriculum and Textbooks (53%)
&&FY17 - Education Financing (40%)
&&FY17 - ICT Solutions (27%)"
P179512,Angola First Green Growth DPF,Nelson Eduardo (ADM);Chadi Bou Habib,"Macroeconomics, Trade and Investment",AFE,Angola,2023,PE,Actual,"&&Public Admin (12%)
&&Financial Sector (26%)
&&Energy & Extractives (24%)
&&Social Protection (13%)
&&Transportation (13%)
&&Water/Sanit/Waste (12%)","&&Sub National Governm (12%)
&&Banking Institutions (13%)
&&Insurance & Pension (13%)
&&Oil and Gas (12%)
&&Energy Trans & Distr (12%)
&&Social Protection (13%)
&&Urban Transport (13%)
&&Water Supply (12%)","&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Financial Stability (13%)
&&FY17 - Finance for Development (13%)
&&FY17 - Public Administration (13%)
&&FY17 - Social Protection (13%)
&&FY17 - Urban Development (13%)
&&FY17 - Rural Development (13%)
&&FY17 - Climate change (22%)
&&FY17 - Water Resource Management (13%)
&&FY17 - Energy (25%)","&&FY17 - Financial Sector Integrity (13%)
&&FY17 - Disaster Risk Finance (13%)
&&FY17 - Agriculture Finance (13%)
&&FY17 - State-owned Enterprise Reform and Privatization (13%)
&&FY17 - Social Safety Nets (13%)
&&FY17 - Public Transport (13%)
&&FY17 - Rural Infrastructure and service delivery (13%)
&&FY17 - Mitigation (20%)
&&FY17 - Adaptation (2%)
&&FY17 - Water Institutions, Policies and Reform (13%)
&&FY17 - Energy Policies & Reform (25%)
&&FY17 - Access to Energy (13%)"
