Project_Id2,Project_Legal_Name2,Project__2,Region_Code2,Country_Name2,Practice_Group_Code2,Responsible_VPU2,Responsible_Department2,Global_Practice_Name2,Contributing_GP_Global_Themes2,Staff_Full_Name2,Team_Leaders2,Requesting_Unit2,Responsible_Unit2,FY_Number2,Fiscal_Quarter_Name2,Project_Probability_Code_,Approval_Authority_Flag2,Board_Schedule_Status2,Project_Decision_Meeting_Type_Name_,Project_Full_Board_Discussion_Flag_,Product_Line_Code2,Lendng_Instrument_Instrument_Type_Name_,P4R_With_IPF_Indicator2,Processing_Track_Indicator2,MPA2,Additional_Financing_Flag2,FCC_Indicator2,Emergency_Flag2,Emergency_Response2,Parent_Project_Id2,Environment_Assessment_Code2,Frame_Work2,ESRC__from_ESMS_2,Environmental_Risk_Name2,Project_Environment_Social_Risk_Name_,Project_Overall_Risk_,Project_Volcker_Trigger_Indicator_,Project_Last_Stage_Reached_,Total_Commitment1,IBRD_Total_Commitment1,IDA_Total_Commitment1,Others_Total_Commitment1,PE_Cofinance1,AIS_Sign_Off_Date2,Concept_Review_Date2,Concept_Review_Status2,Disclosure_Of_Concept_PID_Date2,Concept_ESRS_Date2,Quality_Enhancement_Review_Date2,Project_Milestone_Decision_Review_Date_,Decision_Review_Status2,Disclosure_Of_Appraisal_PID_Date2,Appraisal_ESRS_Date2,Begin_Appraisal_Date2,Begin_Appraisal_Status2,Authorize_Negotiations_Date2,Authorize_Negotiations_Status2,SECPO_Date2,SECPO_Status2,Project_Milestone_Approval_Date_,Approval_Status2,FY_Exp__BB___TF1,Cum__Exp__BB___TF1,DDO2,CATASTROPHE_DDO_FLAG2,IPF_Fragile_State_Indicator2,IPF_Fragile_With_Non_Fragile_Country_Indicator2,FCC_Small_States_Indicator2,FCC_Post_Conflict_Indicator2,FCC_Disaster_Indicator2,Financial_Intermediaries2,Performance_Based_Conditions2,Contingent_Emergency_Response_Component2,Alternative_Procurement_Arrangement2,Series_of_Projects__SOP_2,Textbox171,Textbox7,Textbox81,Textbox83,Textbox85,Textbox87,Textbox89,Textbox127,Textbox129
P181086,Technical Assistance for Kambarata 1 Hydropower Plant Project,1,ECA,Kyrgyz Republic,GGIVP,ECAVP,IECDR,Energy & Extractives,,"Gil, Stephanie",Maksudjon Safarov (ADM);Hazuki Terada,ECCCA,IECEE,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,Financing not related to a Response Type,,,ESF,High,High,High,S,,Bank Approved,$3.00M,$0.00M,$3.00M,$0.00M,$2.00M,12-Apr-2023,16-May-2023,A,19-May-2023,22-May-2023,,06-Jun-2023,A,13-Jun-2023,31-Oct-2023,13-Jun-2023,A,16-Jun-2023,A,10-Oct-2023,R,31-Oct-2023,A,,,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181146,Vietnam inclusive and sustainable recovery DPF (2nd Operation),1,EAP,Viet Nam,GGEVP,EAPVP,EEADR,"Macroeconomics, Trade and Investment","Environment, Natural Resources & the Blue Economy Finance, Competitiveness and Innovation Governance","Eckardt, Sebastian",Dorsati Madani (ADM);Andrea Coppola;Dung Do,EAVCL,EEAM1,2023,Q4,A,BOA,Board Approved,Regional Operations,,PE,DPF,N/A,N/A,N,N,N,N,,P176717,,N/A,,,,M,,Bank Approved,$263.82M,$0.00M,$263.82M,$0.00M,$0.00M,12-Apr-2023,24-Apr-2023,A,28-Apr-2023,29-Jun-2023,,09-May-2023,A,18-May-2023,29-Jun-2023,,,18-May-2023,A,01-Jun-2023,A,29-Jun-2023,A,,,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181423,Second Additional Financing for Dasu Hydropower Stage I Project,0,SAR,Pakistan,GGIVP,SARVP,ISADR,Energy & Extractives,,"Stolp, Simon J.",Mats Liden (ADM);Gunjan Gautam,SACPK,ISAE2,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P121507,,Safeguards,,,,,,Bank Approved,"$1,000.00M",$200.00M,$800.00M,$0.00M,$0.00M,02-Nov-2023,,,,,,16-Feb-2024,A,05-Apr-2024,10-Jun-2024,21-Mar-2024,A,08-Apr-2024,A,17-May-2024,A,10-Jun-2024,A,,,N,,,,,,,No,,No,No,,No,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181388,Urban Water Supply and Sanitation Sector Project Additional Financing,0,EAP,Solomon Islands,GGSVP,EAPVP,SEADR,Water,,"Sotomayor Araujo, Maria Angelica",Shona Fitzgerald (ADM),EAPCF,SEAW1,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P165872,B,Safeguards,,,,,,Bank Approved,$15.00M,$0.00M,$15.00M,$0.00M,$0.00M,03-Oct-2023,,,,,,23-Oct-2023,A,07-Nov-2023,08-Dec-2023,07-Nov-2023,A,07-Nov-2023,A,15-Nov-2023,A,08-Dec-2023,A,,,N,,Yes,,Yes,,,No,,No,Yes,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181347,Additional Financing  for Cambodia General Education Improvement Project,1,EAP,Cambodia,GGHVP,EAPVP,HEADR,Education,,"Aedo Inostroza, Mario Cristian",Tsuyoshi Fukao (ADM);Fata No;Lauri Pynnonen,EACMM,HEAED,2024,Q4,A,BOA,Board Approved,,,PE,IPF,N/A,N/A,N,Y,,N,,P174335,,ESF,,,,,,Bank Approved,$60.00M,$0.00M,$60.00M,$0.00M,$19.50M,25-Aug-2023,,,,,,25-Jan-2024,A,14-Mar-2024,30-May-2024,15-Mar-2024,A,24-Mar-2024,A,08-May-2024,R,30-May-2024,A,,,N,,,,,,,No,Yes,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181469,Somalia Shock Responsive Safety Net for Human Capital Project Third Additional Financing,1,AFE,Somalia,GGHVP,AFEVP,HAEDR,Social Protection & Jobs,"Governance Health, Nutrition & Population","Namara, Suleiman",Ali Qureshi (ADM);Mona Niebuhr,AECE2,HAES2,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P171346,,ESF,,,,,,Bank Approved,$100.00M,$0.00M,$100.00M,$0.00M,$0.00M,27-Sep-2023,,,,,,26-Oct-2023,A,06-Nov-2023,15-Dec-2023,31-Oct-2023,A,20-Nov-2023,A,04-Dec-2023,A,15-Dec-2023,A,,,N,,Yes,,,Yes,Yes,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181150,Accelerating Impacts of CGIAR Climate Research for Africa Additional Financing,1,AFW,Western and Central Africa,GGSVP,AFWVP,SAWDR,Agriculture and Food,,"Toure, Elhadji Adama",Katie Freeman (ADM),AFWRI,SAWA4,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P173398,,ESF,,,,,,Bank Approved,$40.00M,$0.00M,$40.00M,$0.00M,$0.00M,07-Aug-2023,,,,,,08-Jan-2024,A,08-Jan-2024,08-Mar-2024,09-Jan-2024,A,25-Jan-2024,A,15-Feb-2024,R,08-Mar-2024,A,,,N,,,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181595,Additional Financing for Maritime Investment in Climate Resilient Operations II,1,EAP,Tuvalu,GGIVP,EAPVP,IEADR,Transport,,"Eijbergen, Benedictus",Satoshi Ogita (ADM);Myint Kyaw,EAPCF,IEAT1,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P177100,,ESF,,,,,,Bank Approved,$42.00M,$0.00M,$42.00M,$0.00M,$0.00M,06-Mar-2024,,,,,,21-Mar-2024,A,25-Mar-2024,15-May-2024,27-Mar-2024,A,03-Apr-2024,A,23-Apr-2024,A,15-May-2024,A,,,N,,Yes,,Yes,,,No,,Yes,No,Yes,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181410,Additional Financing for the BI-Jiji and Mulembwe Hydropower,0,AFE,Burundi,GGIVP,AFEVP,IAEDR,Energy & Extractives,,"Semikolenova, Yadviga Viktorivna",Mats Liden (ADM);Juliette Besnard,AECC2,IAEE3,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P133610,A,Safeguards,,,,,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,24-Aug-2023,,,,,,12-Oct-2023,A,19-Oct-2023,10-Jan-2024,19-Oct-2023,A,13-Nov-2023,A,19-Dec-2023,A,10-Jan-2024,A,,,N,,Yes,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181398,Additional Financing to the Food Systems Resilience Program for Eastern and Southern Africa – Phase 1 under the Multi-Phase Program,1,AFE,Eastern and Southern Africa,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Environment, Natural Resources & the Blue Economy","Jungbluth, Frauke",Elliot Mghenyi (ADM);Stephen D'Alessandro,AFERI,SAEA3,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,Y,Y,,Y,,P178566,,ESF,,,,,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$20.00M,25-Oct-2023,,,,,,27-Mar-2024,A,01-May-2024,07-Jun-2024,09-Apr-2024,A,25-Apr-2024,A,13-May-2024,A,06-Jun-2024,A,,,N,,,Yes,,,Yes,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181658,Additional Financing for the Kiribati Outer Islands Transport Infrastructure Investment Project,0,EAP,Kiribati,GGIVP,EAPVP,IEADR,Transport,,"Eijbergen, Benedictus",Anita Shrestha (ADM);Fiona Collin,EAPCF,IEAT1,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P165838,B,Safeguards,,,,,,Bank Approved,$10.00M,$0.00M,$10.00M,$0.00M,$0.00M,15-Feb-2024,,,,,,28-Feb-2024,A,01-Mar-2024,08-Apr-2024,01-Mar-2024,A,04-Mar-2024,A,16-Mar-2024,A,08-Apr-2024,A,,,N,,Yes,,Yes,,,No,,Yes,No,Yes,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181632,Additional Financing to Togo for the Gulf of Guinea Northern Regions Social Cohesion Project,1,AFW,Western and Central Africa,GGSVP,AFWVP,SAWDR,Social Sustainability and Inclusion,,"Peeters, Pia",Manuel Figueredo Thomson (ADM),AFWRI,SAWS4,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P175043,,ESF,,,,,,Bank Approved,$23.00M,$0.00M,$23.00M,$0.00M,$0.00M,02-Jan-2024,,,,,,06-Mar-2024,A,13-Mar-2024,23-May-2024,13-Mar-2024,A,19-Mar-2024,A,24-Apr-2024,A,23-May-2024,A,,,N,,,,,,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180940,South Sudan Resilient Agricultural Livelihoods Project Additional Financing,1,AFE,South Sudan,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Fragile, Conflict & Violence Social Protection & Jobs","Jungbluth, Frauke",Juvenal Nzambimana (ADM),AECE3,SAEA3,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P169120,,ESF,,,,,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.50M,11-Mar-2023,,,,,,30-Oct-2023,A,02-Nov-2023,04-Dec-2023,31-Oct-2023,A,04-Nov-2023,A,15-Nov-2023,A,04-Dec-2023,A,,,N,,Yes,,,Yes,Yes,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181137,Second Additional Financing EALCRP,0,LCR,Dominica,GGSVP,LCRVP,SLCDR,Agriculture and Food,,"Arias Carballo, Diego",Winston Dawes (ADM);Eva Hasiner,LCC3C,SLCAG,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P166328,B,Safeguards,,,,,,Bank Approved,$8.00M,$0.00M,$8.00M,$0.00M,$0.00M,08-Dec-2023,,,,,,29-Feb-2024,A,08-Mar-2024,30-Apr-2024,06-Mar-2024,A,25-Mar-2024,A,16-Apr-2024,A,30-Apr-2024,A,,,N,,,,Yes,,Yes,No,,Yes,No,,No,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181083,Rural Economic Transformation Project Second Additional Financing,1,AFW,Liberia,GGSVP,AFWVP,SAWDR,Agriculture and Food,Transport,"Lufafa, Abel",Kadir Gyasi (ADM);Tojoarofenitra Ramanankirahina,AWCW1,SAWA1,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P175263,,ESF,,,,,,Bank Approved,$76.00M,$0.00M,$76.00M,$0.00M,$9.00M,17-Aug-2023,,,,,,26-Oct-2023,A,11-Nov-2023,19-Dec-2023,30-Oct-2023,A,09-Nov-2023,A,28-Nov-2023,A,19-Dec-2023,A,,,N,,,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181219,Additional Financing for Central Asia South Asia Electricity Transmission and Trade (CASA-1000) Project for Republic of Tajikistan,0,ECA,Central Asia,GGIVP,ECAVP,IECDR,Energy & Extractives,,"Gil, Stephanie",Dmytro Glazkov (ADM);Jianping Zhao,ECCCA,IECEE,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P145054,A,Safeguards,,,,,,Bank Approved,$11.00M,$0.00M,$11.00M,$0.00M,$0.00M,25-May-2023,,,,,,31-Jul-2023,A,04-Sep-2023,22-Nov-2023,18-Aug-2023,A,07-Sep-2023,A,01-Nov-2023,A,22-Nov-2023,A,,,N,,,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181561,Additional Financing- CAR Health Service Delivery and System Strengthening Project,1,AFW,Central African Republic,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Hasan, Rifat Afifa",Tomo Morimoto (ADM);Heriniaina Andrianasy;Innocent Nukuri,AWCC1,HAWH3,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P177003,,ESF,,,,,,Bank Approved,$20.00M,$0.00M,$20.00M,$0.00M,$4.80M,09-Nov-2023,,,,,,29-Jan-2024,A,13-Feb-2024,10-Apr-2024,14-Feb-2024,A,21-Feb-2024,A,20-Mar-2024,R,10-Apr-2024,A,,,N,,Yes,,,Yes,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181685,Cash for Jobs Additional Financing,1,AFE,Burundi,GGHVP,AFEVP,HAEDR,Social Protection & Jobs,,"Namara, Suleiman",Mona Niebuhr (ADM);Jacqueline Manisabwe,AECC2,HAES2,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P175327,,ESF,,,,,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,22-Apr-2024,,,,,,08-May-2024,A,10-May-2024,30-May-2024,02-May-2024,A,10-May-2024,A,15-May-2024,A,30-May-2024,A,,,N,,Yes,,,,Yes,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181053,Second Additional Financing - Yemen Integrated Urban Services Emergency Project II,1,MNA,"Yemen, Republic of",GGIVP,MNAVP,IMNDR,"Urban, Resilience and Land",Energy & Extractives Water,"Tovey, Catherine Signe",Federica Ranghieri (ADM);Naif Abu-Lohom;Abdulhakim Al-Aghbari,MNC03,IMNU1,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P175791,,ESF,,,,,,Bank Approved,$19.50M,$0.00M,$19.50M,$0.00M,$5.99M,27-Mar-2023,,,,,,04-May-2023,A,19-May-2023,21-Jun-2023,17-May-2023,A,19-May-2023,A,06-Jun-2023,A,21-Jun-2023,A,,,N,,,,,Yes,,No,,Yes,Yes,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181416,Digital CASA  - Kyrgyz Republic Additional Financing,0,ECA,Central Asia,GGDVP,ECAVP,DCADR,Digital Development,,"Rogy, Michel",Sandra Sargent (ADM),ECCCA,DCADD,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P160230,B,Safeguards,,,,,,Bank Approved,$7.00M,$0.00M,$7.00M,$0.00M,$0.00M,14-Aug-2023,,,,,,27-Oct-2023,A,09-Nov-2023,12-Jan-2024,09-Nov-2023,A,14-Nov-2023,A,13-Dec-2023,A,12-Jan-2024,A,,,N,,,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180734,Comoros Interisland Connectivity Project Additional Finance,1,AFE,Comoros,GGIVP,AFEVP,IAEDR,Transport,,"Gonzalez Carvajal, Karla",Atsushi Iimi (ADM),AECS2,IAET2,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P173114,,ESF,,,,,,Bank Approved,$15.00M,$0.00M,$15.00M,$0.00M,$0.00M,25-Jan-2023,,,,,,04-Apr-2023,A,19-Apr-2023,31-May-2023,11-Apr-2023,A,21-Apr-2023,A,08-May-2023,A,31-May-2023,A,,,N,,Yes,,Yes,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180996,Additional Financing to the  Central African Republic  (CAR) Emergency Food Crisis Response Project,1,AFW,Central African Republic,GGSVP,AFWVP,SAWDR,Agriculture and Food,"Urban, Resilience and Land","Lufafa, Abel",Senakpon Dakpogan (ADM);Sossena Tassew;Laurent Corroyer,AWCC1,SAWA1,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P176754,,ESF,,,,,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,03-Apr-2023,,,,,,23-May-2023,A,12-Jun-2023,20-Jun-2023,26-May-2023,A,12-Jun-2023,A,01-Jun-2023,A,20-Jun-2023,A,,,N,,Yes,,,Yes,Yes,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181523,Social Safety Net System Project II second Additional Financing,1,AFW,Mauritania,GGHVP,AFWVP,HAWDR,Social Protection & Jobs,,"Bodewig, Christian",Margaux Vinez (ADM);Dieynaba Diallo,AWCF1,HAWS2,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P171125,,ESF,,,,,,Bank Approved,$26.00M,$0.00M,$26.00M,$0.00M,$10.00M,19-Oct-2023,,,,,,21-Feb-2024,A,06-Mar-2024,25-Apr-2024,22-Feb-2024,A,07-Mar-2024,A,03-Apr-2024,A,25-Apr-2024,A,,,N,,,Yes,,,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181311,Decentralization and Productive Intermediate Cities Support Project AF,1,AFW,Mauritania,GGIVP,AFWVP,IAWDR,"Urban, Resilience and Land",Energy & Extractives Governance,"Matera, Michel",Nahida Sinno (ADM);Jonas Parby,AWCF1,IAWU1,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P169332,,ESF,,,,,,Bank Approved,$25.00M,$0.00M,$25.00M,$0.00M,$0.00M,12-Jun-2023,,,,,,03-Oct-2023,A,16-Oct-2023,29-Nov-2023,17-Oct-2023,A,25-Oct-2023,A,06-Nov-2023,A,29-Nov-2023,A,,,N,,,,,,Yes,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180987,Additional Financing to the Burundi Digital Foundations Project - Modernization of Public Financial Management,1,AFE,Burundi,GGDVP,AFEVP,DAEDR,Digital Development,Governance,"Neto, Maria Isabel A. S.",Audrey Ariss (ADM);Marianne Caballero Parra,AECC2,DAEDD,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P176396,,ESF,,,,,,Bank Approved,$42.00M,$0.00M,$42.00M,$0.00M,$0.00M,29-Jun-2023,,,,,,01-Sep-2023,A,11-Oct-2023,10-Jan-2024,17-Oct-2023,A,10-Nov-2023,A,20-Dec-2023,A,10-Jan-2024,A,,,N,,Yes,,,,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181512,Somalia Urban Resilience Project Phase II Third Additional Financing,1,AFE,Somalia,GGIVP,AFEVP,IAEDR,"Urban, Resilience and Land",,"Ellis, Peter D.",Thalyta Yuwono (ADM),AECE2,IAEU3,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P170922,,ESF,,,,,,Bank Approved,$40.00M,$0.00M,$40.00M,$0.00M,$10.00M,01-Nov-2023,,,,,,17-Jan-2024,A,13-Feb-2024,02-May-2024,13-Feb-2024,A,09-Mar-2024,A,19-Apr-2024,A,02-May-2024,A,,,N,,Yes,,,Yes,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181558,Crisis-Resilient Social Protection - Additional Financing,1,SAR,Pakistan,GGHVP,SARVP,HSADR,Social Protection & Jobs,"Education Finance, Competitiveness and Innovation Health, Nutrition & Population Poverty and Equity","Mete, Cem",Amjad Khan (ADM);Melis Guven,SACPK,HSASP,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,PforR,N,N/A,N,Y,,N,,P174484,,N/A,,,,,,Bank Approved,$400.00M,$0.00M,$400.00M,$0.00M,$0.00M,10-Nov-2023,,,,20-Jun-2024,,19-Mar-2024,A,09-Apr-2024,20-Jun-2024,09-May-2024,A,12-May-2024,A,29-May-2024,A,20-Jun-2024,A,,,N,,,,,,,No,No,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180365,Enhancing Resilience in Kyrgyzstan Second Additional Financing,0,ECA,Kyrgyz Republic,GGIVP,ECAVP,IECDR,"Urban, Resilience and Land",,"Pusch, Christoph",Chyi-Yun Huang (ADM);Tolkun Jukusheva,ECCCA,IECUR,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P162635,B,Safeguards,,,,,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.00M,31-Jan-2023,,,,,,27-Mar-2023,A,11-Apr-2023,31-May-2023,03-Apr-2023,A,16-Apr-2023,A,08-May-2023,A,31-May-2023,A,,,N,,,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180801,Transport Corridors for Economic Resilience (TRACER),1,AFE,Zambia,GGIVP,AFEVP,IAEDR,Transport,"Agriculture and Food Digital Development Finance, Competitiveness and Innovation Infrastructure, PPP's & Guarantees","Weitz, Almud",Aymen Ali (ADM);Moustafa El-Hefnawy,AFERI,IAET1,2024,Q3,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,High,High,High,M,,Bank Approved,$270.00M,$0.00M,$270.00M,$0.00M,$0.00M,13-Feb-2023,01-Aug-2023,A,07-Aug-2023,09-Aug-2023,09-Nov-2023,22-Nov-2023,A,18-Dec-2023,18-Dec-2023,04-Dec-2023,A,02-Jan-2024,A,29-Jan-2024,R,20-Feb-2024,A,,,N,,,,,,,No,,Yes,No,Yes,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181369,Cabo Verde Resilient Tourism and Blue Economy Development Second AF,1,AFW,Cabo Verde,GGEVP,AFWVP,EAWDR,"Finance, Competitiveness and Innovation","Environment, Natural Resources & the Blue Economy Transport Urban, Resilience and Land","Pearce, Douglas",Michael Engman (ADM);Veruschka Schmidt;Cristina Navarrete Moreno,AWCF1,EAWF1,2024,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P176981,,ESF,,,,,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.00M,07-Jul-2023,,,,,,30-Jan-2024,A,27-Feb-2024,30-Apr-2024,19-Feb-2024,A,12-Mar-2024,A,09-Apr-2024,A,30-Apr-2024,A,,,N,,,,Yes,,,No,,Yes,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181070,Mauritania Youth Employability Project Additional Financing,1,AFW,Mauritania,GGHVP,AFWVP,HAWDR,Social Protection & Jobs,,"Bodewig, Christian",Friederike Rother (ADM);Mira Saidi,AWCF1,HAWS2,2024,Q1,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P162916,,ESF,,,,,,Bank Approved,$15.00M,$0.00M,$15.00M,$0.00M,$0.00M,18-Apr-2023,,,,,,24-May-2023,A,13-Jun-2023,28-Jul-2023,06-Jun-2023,A,22-Jun-2023,A,07-Jul-2023,A,28-Jul-2023,A,,,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
